Subject ID,Group,Day,Start time,End time,Capacity,Teaching facility
CM0231,9,1,6,9,36,B35
CO0133,13,1,15,18,33,B35
CO0133,14,2,6,9,32,B35
DE0084,2,5,6,9,34,B35
DE0136,202,3,6,8,33,B35
EC0112,1,4,13.5,15,39,B35
EC0112,1,2,13.5,15,39,B35
EC0250,22,2,15,16.5,20,B35
EC0250,25,2,15,16.5,20,B35
EC0250,26,2,15,16.5,20,B35
GP0019,2,2,12,13.5,36,B35
GP0019,2,4,12,13.5,36,B35
HL0550,6,4,15,18,28,B35
HL0555,8,1,9,12,35,B35
IC0282,62,4,9,12,30,B35
IP0241,1,3,9,12,11,B35
IP0241,2,3,9,12,11,B35
IP0241,3,3,9,12,11,B35
ME0156,2,4,6,9,35,B35
ME0232,3,3,15,18,35,B35
OG0260,2,2,9,12,32,B35
OG0126,8,1,12,15,31,B35
BU0220,24,1,7.5,9,32,B35
CM0110,1,3,9,12,35,B35
CM0105,2,4,7.5,9,34,B35
CM0235,5,4,9,12,36,B35
CM0230,23,3,15,16.5,22,B35
DE0084,6,2,9,12,35,B35
DE0084,18,1,9,12,35,B35
DE0084,23,5,12,15,35,B35
DE0148,203,4,6,7.5,28,B35
DF0236,238,2,13.5,15,16,B35
DF0236,239,2,13.5,15,16,B35
EC0009,2,4,12,15,35,B35
EC0113,3,2,6,9,38,B35
EC0102,5,1,15,18,32,B35
FI0131,26,1,6,7.5,34,B35
FI0131,26,3,6,7.5,34,B35
IP0257,161,3,12,14,18,B35
OG0137,1,5,6,9,31,B35
BU0227,2,4,12,13.5,39,B35
BU0220,25,5,12,13.5,31,B35
CM0422,1,3,7.5,9,30,B35
CM0218,4,3,9,12,34,B35
CS0056,2,3,15,17,20,B35
DE0084,12,1,6,9,34,B35
DE0133,200,2,6,7.5,30,B35
DE0133,200,4,6,7.5,30,B35
DE0127,201,4,15,18,27,B35
DF0236,238,4,13.5,15,16,B35
DF0236,239,4,13.5,15,16,B35
HL0357,2,3,12,15,26,B35
HL0354,5,2,15,18,36,B35
IC0280,60,1,15,18,5,B35
IC0280,61,1,15,18,8,B35
IC0280,62,1,15,18,8,B35
IC0280,63,1,15,18,8,B35
IC0292,66,1,9,12,24,B35
ME0070,3,4,9,12,35,B35
NI0223,18,5,9,12,30,B35
OG0279,4,2,12,15,30,B35
OG0262,4,1,12,15,30,B35
PS0304,2,2,9,12,25,B35
ME0731,23,6,8,12,30,B35
ME0731,23,5,18,22,30,B35
CM0223,1,4,9,12,33,B35
CM0246,3,4,15,18,31,B35
DE0221,4,2,6,9,30,B35
DE0084,14,5,6,9,35,B35
HL0555,4,4,12,15,35,B35
HL0591,5,1,6,9,36,B35
IC0275,61,2,9,12,35,B35
IC0270,61,3,9,12,9,B35
IC0270,62,3,9,12,9,B35
IC0270,63,3,9,12,9,B35
IC0270,72,3,9,12,9,B35
IM0240,72,1,15,18,32,B35
IM0232,73,3,15,18,30,B35
ME0240,1,4,6,9,37,B35
ME0145,4,1,12,13.5,35,B35
ME0145,4,3,12,13.5,35,B35
NI0257,1,2,12,15,21,B35
OG0278,2,5,9,12,37,B35
OG0591,43,1,9,12,35,B35
PS0330,2,2,15,18,30,B35
PR0631,190,6,8,12,30,B35
CS0229,1,4,6,8,31,B35
CS0251,2,4,15,18,26,B35
CS0046,3,5,12,15,33,B35
CT0240,81,1,15,17,12,B35
CT0240,82,1,15,17,13,B35
CT0240,83,1,15,17,13,B35
DE0119,4,2,6,9,35,B35
DE0084,8,4,12,15,34,B35
DE0132,200,5,10.5,12,35,B35
DE0124,204,3,13.5,15,28,B35
DE0124,204,1,13.5,15,28,B35
DE0127,205,1,6,9,27,B35
DF0239,7,3,7.5,9,13,B35
DF0239,8,5,7.5,9,15,B35
DF0239,8,3,7.5,9,15,B35
EC0235,5,4,9,12,33,B35
EC0102,13,2,9,12,32,B35
IM0232,80,1,9,12,32,B35
ME0235,1,2,15,18,26,B35
OG0279,2,3,9,12,30,B35
PR0240,151,3,12,13.5,10,B35
PR0240,151,1,12,13.5,10,B35
ST0270,31,2,13,15,22,B35
CM0106,1,2,7.5,9,30,B35
CM0234,4,1,9,12,34,B35
CM0211,6,5,9,12,36,B35
CM0232,10,3,6,9,35,B35
CO0135,26,3,9,12,31,B35
CO0135,50,4,12,15,32,B35
DE0084,7,2,12,15,34,B35
DE0125,203,3,12,13.5,22,B35
DE0125,203,1,12,13.5,22,B35
DE0134,206,1,15,18,33,B35
EC0262,2,4,9,12,30,B35
IC0279,61,2,10,12,12,B35
IC0267,62,3,15,18,24,B35
NI0223,12,4,6,9,30,B35
OG0131,1,5,6,9,30,B35
PR0312,151,2,15,18,24,B35
PR0312,173,1,6,9,24,B35
BI0476,101,4,13.5,15,13,B35
BI0476,101,2,13.5,15,13,B35
CM0211,9,3,9,12,36,B35
CM0212,11,4,6,9,36,B35
CO0133,5,4,9,12,32,B35
CO0133,9,5,6,9,32,B35
CT0232,81,2,16,18,24,B35
CT0232,82,2,16,18,24,B35
DE0139,208,1,12,13.5,35,B35
DE0139,209,1,13.5,15,36,B35
DF0239,29,1,9,12,15,B35
DF0239,30,1,9,12,14,B35
EC0103,1,3,12,15,35,B35
EC0285,21,2,12,13.5,50,B35
EC0285,21,4,12,13.5,50,B35
GP0039,7,3,6,9,35,B35
HL0593,1,4,15,18,34,B35
IC0266,67,1,15,18,9,B35
IC0266,68,1,15,18,9,B35
IC0266,69,1,15,18,9,B35
IM0233,75,3,15,18,25,B35
ME0231,3,2,9,12,35,B35
OG0134,11,2,6,9,35,B35
OG0591,30,1,6,9,35,B35
OG1102,8,6,8,12,30,B35
OG1102,8,5,18,22,30,B35
CM0106,1,4,7.5,9,30,B35
CM0244,8,4,6,7.5,33,B35
CO0143,41,2,12,13.5,30,B35
CO0143,41,4,12,13.5,30,B35
CS0230,1,5,12,14,29,B35
CT0647,81,1,16,18,35,B35
DE0141,201,5,9,12,37,B35
EC0216,1,4,13.5,15,36,B35
EC0216,1,2,13.5,15,36,B35
GP0050,1,2,9,10.5,30,B35
ID0280,166,3,7.5,9,26,B35
IM0247,71,4,9,12,35,B35
IM0235,71,3,15,18,9,B35
IM0235,72,3,15,18,8,B35
IM0235,73,3,15,18,8,B35
IP0284,54,2,10.5,12,6,B35
IP0284,55,2,10.5,12,5,B35
IP0284,58,2,10.5,12,6,B35
NI0298,2,4,15,18,35,B35
NI0275,21,2,6,9,31,B35
OG0262,6,3,12,15,31,B35
OG0123,7,1,6,9,36,B35
OG0137,34,1,9,12,31,B35
OG0591,68,5,6,9,35,B35
PR0248,151,3,9,12,7,B35
PR0248,152,3,9,12,7,B35
PR0311,160,2,15,18,22,B35
CO0677,17,6,8,12,30,B35
CO0677,17,5,18,22,30,B35
CM0241,2,4,12,15,35,B35
CM0211,11,2,9,12,36,B35
CM0212,12,3,9,12,36,B35
CO0135,11,1,9,12,31,B35
DE0012,202,2,12,15,36,B35
EC0102,1,3,15,18,32,B35
EC0102,8,2,15,18,32,B35
FI0139,8,1,12,15,30,B35
GP0031,3,1,15,18,28,B35
HL0555,15,5,12,15,35,B35
ID0280,166,5,7.5,9,26,B35
IM0237,72,3,7.5,9,35,B35
ME0212,11,3,12,15,35,B35
NI0281,1,2,6,9,20,B35
NI0285,12,1,6,9,35,B35
OG0125,7,4,9,12,36,B35
OG0260,10,4,15,18,32,B35
OG0124,10,5,9,12,35,B35
OG0276,22,4,6,9,35,B35
BI0232,150,3,6,9,13,B35
BI0232,151,3,6,9,13,B35
BI0265,158,2,12,15,20,B35
BI0265,159,2,12,15,20,B35
BU0220,28,1,10.5,12,31,B35
CM0106,2,4,15,18,31,B35
CS0229,3,2,7,9,32,B35
CT0240,84,1,15,17,12,B35
CT0240,85,1,15,17,14,B35
DE0160,1,4,6,9,30,B35
DE0086,200,3,9,12,37,B35
DE0013,204,1,12,15,27,B35
DF0239,1,3,15,18,13,B35
DF0239,2,3,15,18,15,B35
DF0239,13,2,15,18,15,B35
DF0239,14,2,15,18,15,B35
EC0221,21,1,9,10.5,36,B35
IM0247,72,2,9,12,35,B35
ME0253,3,4,12,15,35,B35
IC0647,21,5,18,21,30,B35
IC0648,21,5,15,18,30,B35
BI0462,153,2,10,12,10,B35
CS0092,3,2,12,15,22,B35
DF0460,153,4,7.5,9,12,B35
DF0460,154,4,7.5,9,13,B35
GP0053,2,2,15,16.5,30,B35
GP0057,2,3,15,16.5,30,B35
ID0280,163,2,7.5,9,26,B35
OG0237,8,1,9,12,30,B35
PR0266,151,4,16,18,25,B35
PR0237,151,1,15,17,20,B35
PS0300,1,3,9,12,25,B35
ST0245,31,4,10.5,12,23,B35
ST0245,31,4,9,10.5,23,B35
IC0602,142,5,8,10,30,B35
IC0639,14,6,11,14,30,B35
IC0641,14,5,15,18,30,B35
CO0126,41,5,9,12,35,B35
CS0253,1,4,12,15,27,B35
DE0069,1,2,6,8,30,B35
EC0255,1,3,6,9,30,B35
EC0244,2,2,9,12,30,B35
GP0053,2,4,15,16.5,30,B35
IC0292,65,1,6,9,23,B35
ID0280,163,4,7.5,9,26,B35
IP0236,51,2,15,18,25,B35
IP0232,60,1,9,12,30,B35
IP0234,161,3,15,18,30,B35
PR0245,151,3,9,12,25,B35
PR0252,151,4,9,12,24,B35
PS0329,1,2,12,15,30,B35
ST0246,33,4,6,7.5,20,B35
IC0265,61,3,7.5,9,9,B38
IC0265,73,2,7.5,9,9,B38
IC0265,73,2,6,7.5,9,B38
IC0265,74,2,6,7.5,9,B38
IC0265,74,2,7.5,9,9,B38
IC0265,75,2,6,7.5,9,B38
IC0265,75,2,7.5,9,9,B38
IC0265,78,2,6,7.5,9,B38
IC0265,78,2,7.5,9,9,B38
IC0265,79,2,6,7.5,9,B38
IC0265,79,2,7.5,9,9,B38
IC0265,80,2,7.5,9,9,B38
IC0265,80,2,6,7.5,9,B38
BI0499,1,1,18,20,30,B38
BI0463,153,5,7.5,9,30,B38
BI0469,153,2,12,13.5,30,B38
BI0469,153,4,12,13.5,30,B38
BI0235,154,3,12,15,10,B38
CS0220,22,5,9,12,20,B38
DE0145,200,2,7.5,9,27,B38
DE0134,205,1,9,12,25,B38
DF0037,1,3,18,21,20,B38
EC0246,2,4,7.5,9,24,B38
FI0168,2,3,6,9,15,B38
GP0021,1,5,15,17,30,B38
GP0021,1,3,15,17,30,B38
GP0009,5,2,9,12,30,B38
HL0320,2,4,15,18,30,B38
IC0276,64,2,18,21,23,B38
ID0231,164,4,18,21,25,B38
IP0283,3,2,15,18,20,B38
PR0311,156,1,15,18,22,B38
BI0477,1,3,13.5,15,20,B38
BI0473,101,3,7,9,30,B38
CM0087,1,2,7.5,9,30,B38
CM0087,1,4,7.5,9,30,B38
CM0092,101,2,15,16.5,30,B38
CM0092,101,4,15,16.5,30,B38
EC0272,1,2,12,15,30,B38
EC0251,3,2,16.5,18,20,B38
FI0232,2,1,9,12,15,B38
GP0024,1,2,18,20,35,B38
HL0318,2,3,15,18,30,B38
NI0251,2,3,18,21,20,B38
NI0290,11,1,18,21,14,B38
OG0349,1,4,18,21,30,B38
PR0255,151,5,9,12,30,B38
IC0635,15,6,11,14,30,B38
IC0630,15,5,15,21,30,B38
BI0477,1,5,13.5,15,20,B38
BI0463,153,3,7.5,9,30,B38
CO0228,1,4,18,19.5,14,B38
CO0228,1,4,19.5,21,14,B38
CO0223,41,2,15,18,30,B38
CO0149,43,4,12,15,35,B38
DE0127,203,4,15,18,27,B38
FI0165,1,1,9,12,30,B38
FI0166,1,2,12,15,30,B38
FI0239,2,5,6,9,22,B38
GP0057,2,5,15,16.5,30,B38
HL0326,4,3,18,21,30,B38
OG0136,9,2,18,21,30,B38
PS0316,2,2,6,9,23,B38
CM0081,1,4,7.5,9,30,B38
CM0081,1,2,7.5,9,30,B38
CM0433,1,3,9,12,30,B38
DF0121,1,2,15,18,20,B38
DF0316,1,3,13.5,15,30,B38
FI0164,1,4,6,7.5,30,B38
FI0164,1,2,6,7.5,30,B38
HL0329,4,4,15,18,30,B38
ID0251,54,3,15,18,20,B38
ID0265,161,1,9,12,25,B38
ME0246,2,2,18,21,27,B38
PR0241,152,5,9,12,24,B38
PR0312,161,1,15,18,24,B38
PR0312,165,3,18,21,19,B38
PR0312,169,1,18,21,24,B38
ST0263,32,4,18,21,21,B38
PR0630,190,6,8,12,30,B38
PR0630,190,5,18,22,30,B38
CM0230,8,3,12,13.5,22,B38
CM0230,9,3,13.5,15,21,B38
CO0225,1,3,6,9,14,B38
CS0094,3,1,18,20,21,B38
DE0075,1,2,7.5,9,30,B38
DE0221,2,2,12,15,30,B38
DE0130,203,5,9,12,28,B38
DF0123,1,3,15,18,18,B38
DF0019,113,2,15,16.5,24,B38
DF0019,113,2,16.5,18,24,B38
HL0324,1,4,15,18,30,B38
IC0292,61,1,9,12,23,B38
NI0291,1,4,12,15,14,B38
PR0311,151,3,9,12,22,B38
PS0317,2,1,15,18,25,B38
PR0602,145,5,6,8,30,B38
GP0030,1,3,9,10.5,146,B38
GP0030,1,1,9,10.5,146,B38
IC0265,60,3,7.5,9,9,B38
IC0265,60,3,6,7.5,9,B38
IC0265,61,3,6,7.5,9,B38
IC0265,62,3,6,7.5,9,B38
IC0265,62,3,7.5,9,9,B38
IC0265,63,3,7.5,9,9,B38
IC0265,63,3,6,7.5,9,B38
IC0265,64,3,6,7.5,9,B38
IC0265,64,3,7.5,9,9,B38
IC0265,65,3,7.5,9,9,B38
IC0265,65,3,6,7.5,9,B38
IC0265,66,3,7.5,9,9,B38
IC0265,66,3,6,7.5,9,B38
IC0265,67,3,7.5,9,9,B38
IC0265,67,3,6,7.5,9,B38
IC0265,72,3,6,7.5,9,B38
IC0265,72,3,7.5,9,9,B38
ST0242,33,2,11,12,18,B38
ST0242,35,2,11,12,18,B38
ST0242,36,2,11,12,18,B38
CM0889,1,2,9,12,14,B38
BI0490,1,2,6,8,14,B38
BI0492,1,2,12,14,14,B38
EC0276,21,1,12,15,30,B38
HL0314,3,5,9,12,30,B38
HL0321,3,3,9,12,30,B38
PR0312,162,4,6,9,20,B38
BI0496,1,1,15,17,30,B38
BI0845,1,2,10.5,12,30,B38
BI0845,1,4,10.5,12,30,B38
BI0243,1,4,12,13.5,23,B38
BI0243,1,2,12,13.5,23,B38
CM0002,1,5,15,16.5,30,B38
CM0243,2,2,15,18,35,B38
CS0253,2,5,12,15,25,B38
CS0094,4,2,6,8,22,B38
CT0247,81,3,7,9,28,B38
DE0124,203,1,7.5,9,28,B38
DF0039,1,5,10,12,16,B38
EC0306,1,1,18,19.5,30,B38
EC0311,1,2,13.5,15,30,B38
EC0311,1,1,13.5,15,30,B38
IP0287,161,1,15,17,25,B38
ME0234,3,4,6,9,27,B38
OG0134,17,2,18,21,32,B38
PR0312,172,4,15,18,20,B38
PR0312,174,5,6,9,24,B38
ST0273,31,3,15,18,27,B38
ST0262,32,3,18,21,25,B38
BI0232,152,1,6,9,16,B38
CM0230,1,3,7.5,9,22,B38
CS0056,3,4,18,20,20,B38
DF0236,1,3,9,12,14,B38
DF0316,1,5,7.5,9,30,B38
DF0236,2,3,9,12,14,B38
EC0246,2,2,7.5,9,24,B38
EC0245,2,1,10.5,12,25,B38
FI0169,1,3,18,21,30,B38
GP0058,2,1,15,18,30,B38
HL0311,3,3,15,18,30,B38
HL0313,3,2,15,16.5,30,B38
HL0313,3,4,15,16.5,30,B38
IC0283,63,4,6,9,20,B38
PS0331,1,4,12,15,30,B38
ST0764,32,2,18,21,30,B38
BI0481,1,3,6,9,30,B38
CM0436,1,1,9,10.5,20,B38
CM0441,1,1,7.5,9,10,B38
CM0230,2,3,9,10.5,21,B38
CM0055,51,1,10.5,12,14,B38
CO0230,41,2,16.5,18,30,B38
CO0230,41,2,15,16.5,30,B38
DE0145,200,4,7.5,9,27,B38
EC0245,2,3,10.5,12,25,B38
FI0160,1,3,18,21,30,B38
GP0036,2,1,15,18,30,B38
HL0319,2,5,9,12,30,B38
HL0356,3,5,6,9,35,B38
IC0290,66,3,14,16,16,B38
ID0251,51,4,15,16.5,20,B38
ID0260,63,2,7,9,19,B38
ST0270,32,3,16,18,22,B38
CM0230,3,3,15,16.5,21,B38
CM0465,153,3,13.5,15,30,B38
CO0183,41,3,18,21,30,B38
DE0075,1,4,7.5,9,30,B38
GP0013,1,5,9,12,35,B38
HL0312,3,3,9,12,30,B38
HL0327,4,2,15,18,30,B38
ID0265,160,4,15,18,25,B38
IP0246,52,1,12,15,25,B38
NI0251,1,1,18,21,20,B38
PR0236,151,5,6,9,30,B38
PR0311,159,4,9,12,22,B38
PS0302,1,1,9,12,25,B38
PS0300,2,3,6,9,25,B38
ID0621,192,4,18,20,12,B38
CM0211,17,4,12,15,30,B38
CS0094,4,4,6,8,22,B38
CS0220,21,1,15,18,22,B38
DE0163,1,2,6,9,30,B38
HL0322,1,2,15,18,30,B38
ID0260,61,3,7,9,19,B38
PR0244,151,4,15,18,7,B38
PR0250,151,2,9,12,20,B38
PR0244,152,4,15,18,7,B38
PR0244,153,4,15,18,7,B38
PS0304,1,3,15,18,25,B38
PT0113,40,5,9,10.5,21,B38
PT0113,41,5,10.5,12,21,B38
ST0243,35,1,10,12,27,B38
CM0078,1,2,16.5,18,30,B38
CM0078,1,4,16.5,18,30,B38
CM0439,1,5,7.5,9,30,B38
CM0439,1,3,7.5,9,30,B38
CM0230,4,5,10.5,12,21,B38
CS0224,1,4,12,15,30,B38
EC0245,3,2,7.5,9,25,B38
FI0116,37,2,18,19.5,21,B38
GP0070,1,4,9,12,30,B38
HL0323,1,3,15,18,30,B38
ID0251,51,2,15,16.5,20,B38
ID0260,62,3,10,12,19,B38
ME0217,1,2,12,15,25,B38
OG0269,1,1,18,21,30,B38
OG0268,2,1,9,12,30,B38
PR0246,151,3,18,20,30,B38
PR0312,153,2,9,12,24,B38
PS0303,1,4,6,9,25,B38
PT0113,42,4,15,16.5,24,B38
PT0113,43,2,6,7.5,22,B38
CS0217,1,4,6,8,18,B38
CS0217,1,2,6,8,18,B38
CS0216,1,1,18,20,18,B38
CS0216,1,3,18,20,18,B38
CS0238,1,5,8,12,17,B38
CS0218,2,2,12,14,18,B38
CS0218,2,4,12,14,18,B38
CS0216,2,1,8,10,18,B38
CS0238,3,3,12,14,17,B38
CS0238,3,5,12,14,17,B38
CS0070,3,3,15,17,20,B38
CS0070,3,5,15,17,20,B38
CS0219,113,1,10,14,18,B38
BI0498,1,2,6,8,30,B38
BI0484,1,3,6,8,30,B38
BI0468,152,1,8,9,30,B38
CM0418,1,5,9,12,30,B38
CM0480,1,3,16,18,30,B38
CM0325,1,3,18,21,30,B38
CM0457,2,4,13.5,15,30,B38
CM0457,2,2,13.5,15,30,B38
CM0423,101,4,9,12,30,B38
CO0141,41,4,15,18,35,B38
CO0142,41,4,18,21,35,B38
DE0138,201,2,15,18,28,B38
DE0079,201,4,6,9,30,B38
DF0281,113,1,12,13.5,16,B38
DF0236,246,2,9,12,15,B38
DF0236,247,2,9,12,13,B38
DF0236,248,5,6,9,16,B38
HL0174,1,3,12,15,30,B38
HL0554,1,2,18,21,30,B38
NI0252,1,1,9,12,27,B38
NI0292,1,3,9,10,4,B38
CM0089,101,4,9,10.5,30,B38
CM0089,101,2,9,10.5,30,B38
CO0146,10,1,18,21,35,B38
CO0234,41,2,16.5,18,14,B38
CO0234,41,2,15,16.5,14,B38
FI0116,37,4,18,19.5,21,B38
HL0591,24,1,6,9,21,B38
IC0292,64,2,6,9,23,B38
IP0258,54,4,15,18,16,B38
PR0254,151,1,15,18,30,B38
PR0312,156,3,9,12,25,B38
PR0312,171,1,9,12,24,B38
PS0322,1,3,15,18,30,B38
MU0401,19,5,12,15,10,B38
PT0113,1,1,7.5,9,22,B38
PT0113,2,1,9,10.5,22,B38
PT0113,3,1,10.5,12,23,B38
PT0113,4,1,12,13.5,23,B38
PT0113,5,1,13.5,15,23,B38
PT0113,6,1,15,16.5,22,B38
PT0113,7,1,16.5,18,22,B38
PT0113,8,1,18,19.5,22,B38
PT0113,9,2,7.5,9,23,B38
PT0113,10,2,9,10.5,22,B38
PT0113,11,2,10.5,12,21,B38
PT0113,12,2,12,13.5,21,B38
PT0113,13,2,13.5,15,22,B38
PT0113,14,2,15,16.5,23,B38
PT0113,15,2,16.5,18,21,B38
PT0113,16,2,18,19.5,21,B38
PT0113,17,3,7.5,9,20,B38
PT0113,18,3,9,10.5,23,B38
PT0113,19,3,10.5,12,23,B38
PT0113,20,3,12,13.5,21,B38
PT0113,21,3,13.5,15,22,B38
PT0113,22,3,15,16.5,21,B38
PT0113,23,3,16.5,18,21,B38
PT0113,24,3,18,19.5,23,B38
PT0113,25,4,7.5,9,21,B38
PT0113,26,4,9,10.5,21,B38
PT0113,27,4,10.5,12,21,B38
PT0113,28,4,12,13.5,22,B38
PT0113,29,4,13.5,15,21,B38
PT0113,30,4,15,16.5,21,B38
PT0113,31,4,16.5,18,21,B38
PT0113,32,4,18,19.5,23,B38
PT0113,33,5,6,7.5,23,B38
PT0113,34,5,7.5,9,21,B38
PT0113,35,5,9,10.5,22,B38
PT0113,36,5,10.5,12,21,B38
BI0464,153,2,13.5,15,30,B38
CM0465,153,1,13.5,15,30,B38
CO0232,41,2,6,9,30,B38
CS0225,1,3,15,17,30,B38
CS0061,3,5,9,12,24,B38
DE0130,201,2,9,12,28,B38
DE0124,203,3,7.5,9,28,B38
DF0038,1,1,15,18,18,B38
DF0448,100,2,16,18,35,B38
DF0019,113,4,15,17,24,B38
EC0245,3,4,7.5,9,25,B38
FI0170,200,4,9,12,20,B38
NI0294,1,1,18,21,14,B38
OG0131,5,4,18,21,25,B38
PR0253,152,1,10,12,30,B38
PR0311,158,3,9,12,22,B38
ST0275,32,1,9,10,15,B38
PR0611,145,2,18,21,30,B38
BI0478,1,1,7,9,30,B38
BI0233,151,2,6,9,20,B38
CM0230,24,4,9,10.5,22,B38
CO0229,1,4,6,7.5,14,B38
CO0229,1,4,7.5,9,14,B38
CO0125,41,3,9,12,35,B38
CS0923,2,3,6,9,14,B38
EC0271,1,2,9,12,30,B38
FI0224,24,4,15,18,20,B38
MU0401,14,3,12,15,14,B38
NI0039,12,3,18,21,25,B38
ST0277,32,5,6,9,22,B38
CO0147,41,4,6,9,30,B38
EC0086,1,4,9,12,35,B38
IP0257,162,2,9,11,18,B38
IP0256,163,3,15,18,18,B38
PS0345,1,3,9,12,20,B38
CS0068,1,3,12,14,16,B38
CS0067,1,2,6,9,20,B38
CS0218,1,4,9,11,18,B38
CS0218,1,2,9,11,18,B38
CS0070,2,5,15,17,27,B38
CS0217,2,3,14,18,18,B38
CS0068,2,1,12,14,17,B38
CS0216,2,3,8,10,18,B38
CS0235,2,4,16,18,20,B38
CS0238,2,1,8,12,17,B38
CS0045,3,2,15,18,20,B38
CS0239,3,4,18,21,20,B38
CS0067,5,2,18,21,20,B38
CS0067,7,1,15,18,20,B38
CS0067,9,1,18,21,20,B38
CS0219,112,5,10,14,17,B38
CS0068,1,5,12,14,16,B38
CS0057,1,1,6,9,16,B38
CS0231,1,4,9,12,18,B38
CS0233,1,2,9,12,19,B38
CS0057,2,3,9,12,18,B38
CS0233,2,3,18,21,18,B38
CS0231,2,5,9,12,20,B38
CS0068,2,3,12,14,17,B38
CS0057,3,2,15,18,16,B38
CS0233,3,5,18,21,19,B38
CS0068,3,4,18,20,16,B38
CS0068,3,2,18,20,16,B38
CS0057,4,5,6,9,16,B38
CS0068,4,1,15,19,16,B38
CS0233,4,1,9,12,19,B38
CS0233,5,4,15,18,18,B38
CS0233,6,4,6,9,19,B38
CS0231,6,3,15,18,18,B38
CS0233,7,5,15,18,19,B38
CS0233,8,4,12,15,18,B38
CS0233,9,2,6,9,19,B38
CS0233,10,6,9,12,18,B38
CS0231,10,2,12,15,18,B38
CS0233,11,1,12,15,19,B38
CS0233,12,3,6,9,19,B38
CS0239,1,2,12,15,20,B38
CS0025,1,5,10,12,22,B38
CS0025,1,3,10,12,22,B38
CS0056,1,1,18,20,20,B38
CS0232,1,1,7,9,23,B38
CS0232,2,1,12,14,23,B38
CS0232,2,3,12,14,23,B38
CS0070,2,3,15,17,27,B38
CS0067,2,2,6,9,20,B38
CS0237,2,3,6,9,30,B38
CS0239,2,4,12,15,20,B38
CS0067,3,2,9,12,20,B38
CS0232,3,2,18,20,20,B38
CS0070,4,6,8,12,25,B38
CS0067,6,4,6,9,20,B38
FI0140,10,2,15,18,25,B38
FI0158,24,1,9,12,25,B38
FI0158,25,4,15,18,25,B38
ME0243,3,4,18,21,22,B38
CS0213,1,2,6,10,20,B38
CS0237,1,4,6,9,23,B38
CS0214,1,3,15,19,20,B38
CS0232,1,3,7,9,23,B38
CS0056,2,1,15,17,20,B38
CS0235,2,2,16,18,20,B38
CS0067,4,1,12,15,20,B38
CS0045,5,1,18,21,25,B38
CS0045,7,4,15,18,21,B38
CS0067,8,4,18,21,20,B38
CS0045,9,4,9,12,25,B38
CS0067,10,5,9,12,20,B38
CS0067,12,6,9,12,20,B38
FI0157,23,1,9,12,19,B38
FI0157,25,3,9,12,19,B38
IM0238,71,1,6,7.5,17,B38
IM0238,71,1,7.5,9,17,B38
ST0298,1,2,18,21,24,B38
DF0049,1,2,10.5,12,24,B38
DF0049,1,4,7.5,9,24,B38